price,timestamp,capital,action
66006.01,2024-09-27 15:00:00,-2394435.693999999,buy
66303.03,2024-09-27 16:00:00,-2401065.996999999,buy
65915.61,2024-09-27 17:00:00,-2407657.5579999993,buy
65876.42,2024-09-27 18:00:00,-2414245.1999999993,buy
65657.99,2024-09-27 19:00:00,-2420810.9989999994,buy
65804.87,2024-09-27 20:00:00,-2427391.4859999996,buy
65816.62,2024-09-27 21:00:00,-2433973.1479999996,buy
65870.0,2024-09-27 22:00:00,-2440560.1479999996,buy
65769.95,2024-09-27 23:00:00,-2447137.1429999997,buy
65899.1,2024-09-28 00:00:00,-2453727.053,buy
65994.0,2024-09-28 01:00:00,-2460326.4529999997,buy
66168.74,2024-09-28 02:00:00,-2466943.3269999996,buy
66063.76,2024-09-28 03:00:00,-2473549.7029999997,buy
66006.5,2024-09-28 04:00:00,-2480150.3529999997,buy
65953.8,2024-09-28 05:00:00,-2486745.7329999995,buy
65800.0,2024-09-28 06:00:00,-2493325.7329999995,buy
65824.01,2024-09-28 07:00:00,-2499908.1339999996,buy
65635.9,2024-09-28 08:00:00,-2506471.7239999995,buy
65628.2,2024-09-28 09:00:00,-2513034.5439999993,buy
65764.01,2024-09-28 10:00:00,-2519610.9449999994,buy
65798.01,2024-09-28 11:00:00,-2526190.7459999993,buy
65548.12,2024-09-28 12:00:00,-2532745.5579999993,buy
65528.03,2024-09-28 13:00:00,-2539298.360999999,buy
65720.74,2024-09-28 14:00:00,-2545870.434999999,buy
65619.13,2024-09-28 15:00:00,-2552432.3479999993,buy
65516.0,2024-09-28 16:00:00,-2558983.9479999994,buy
65633.2,2024-09-28 17:00:00,-2565547.267999999,buy
65715.01,2024-09-28 18:00:00,-2572118.7689999994,buy
65724.0,2024-09-28 19:00:00,-2578691.1689999993,buy
65645.99,2024-09-28 20:00:00,-2585255.767999999,buy
65692.0,2024-09-28 21:00:00,-2591824.9679999994,buy
65680.01,2024-09-28 22:00:00,-2598392.9689999996,buy
65858.0,2024-09-28 23:00:00,-2604978.7689999994,buy
65687.1,2024-09-29 00:00:00,-2611547.4789999994,buy
65872.9,2024-09-29 01:00:00,-2618134.7689999994,buy
65824.0,2024-09-29 02:00:00,-2624717.1689999993,buy
65815.92,2024-09-29 03:00:00,-2631298.7609999995,buy
65741.99,2024-09-29 04:00:00,-2637872.9599999995,buy
65594.01,2024-09-29 05:00:00,-2644432.3609999996,buy
65499.99,2024-09-29 06:00:00,-2650982.3599999994,buy
65477.01,2024-09-29 07:00:00,-2657530.0609999993,buy
65559.91,2024-09-29 08:00:00,-2664086.051999999,buy
65579.91,2024-09-29 09:00:00,-2670644.042999999,buy
65571.99,2024-09-29 10:00:00,-2677201.241999999,buy
65691.92,2024-09-29 11:00:00,-2683770.433999999,buy
65631.68,2024-09-29 12:00:00,-2690333.601999999,buy
65817.98,2024-09-29 13:00:00,-2696915.399999999,buy
65694.07,2024-09-29 14:00:00,-2703484.806999999,buy
65751.34,2024-09-29 15:00:00,-2710059.940999999,buy
65764.99,2024-09-29 16:00:00,-2716636.439999999,buy
65818.01,2024-09-29 17:00:00,-2723218.240999999,buy
65789.45,2024-09-29 18:00:00,-2729797.185999999,buy
65958.82,2024-09-29 19:00:00,-2736393.067999999,buy
65812.0,2024-09-29 20:00:00,-2742974.267999999,buy
65868.6,2024-09-29 21:00:00,-2749561.127999999,buy
65674.42,2024-09-29 22:00:00,-2756128.569999999,buy
65602.01,2024-09-29 23:00:00,-2762688.770999999,buy
65463.85,2024-09-30 00:00:00,-2769235.1559999986,buy
64769.99,2024-09-30 01:00:00,-2775712.1549999984,buy
64376.01,2024-09-30 02:00:00,-2782149.755999998,buy
64553.68,2024-09-30 03:00:00,-2788605.123999998,buy
64441.7,2024-09-30 04:00:00,-2795049.293999998,buy
64525.99,2024-09-30 05:00:00,-2801501.892999998,buy
64356.0,2024-09-30 06:00:00,-2807937.492999998,buy
64562.01,2024-09-30 07:00:00,-2814393.693999998,buy
64311.58,2024-09-30 08:00:00,-2820824.8519999976,buy
63541.01,2024-09-30 09:00:00,-2827178.9529999974,buy
63645.99,2024-09-30 10:00:00,-2833543.5519999973,buy
63819.44,2024-09-30 11:00:00,-2839925.4959999975,buy
64048.0,2024-09-30 12:00:00,-2846330.2959999973,buy
63874.54,2024-09-30 13:00:00,-2852717.749999997,buy
63740.72,2024-09-30 14:00:00,-2859091.8219999974,buy
63561.41,2024-09-30 15:00:00,-2865447.962999997,buy
